Event Id,Chip,Timestamp,Product Id
5081CR,packageDone,2017-12-17 23:23:18,4772p
5093CR,extraCheck,2017-12-17 23:34:18,1605p
5101CR,collector,2017-12-17 23:40:18,3987p
5099CR,packageDone,2017-12-17 23:49:18,1605p
5110CR,extraCheck,2017-12-17 23:52:18,643p
5115CR,collector,2017-12-17 23:56:18,5878p
5112CR,packageDone,2017-12-17 23:57:18,643p
5121CR,extraCheck,2017-12-18 00:01:18,7586p
5122CR,packageDone,2017-12-18 00:08:18,7586p
5134CR,extraCheck,2017-12-18 00:18:18,3062p
5140CR,packageDone,2017-12-18 00:24:18,3062p
5150CR,collector,2017-12-18 00:29:18,7778p
5152CR,extraCheck,2017-12-18 00:33:18,3084p
5161CR,collector,2017-12-18 00:36:18,7954p
5162CR,collector,2017-12-18 00:38:18,4722p
5160CR,packageDone,2017-12-18 00:47:18,3084p
5172CR,extraCheck,2017-12-18 00:58:18,5072p
5179CR,packageDone,2017-12-18 01:04:18,5072p
5184CR,extraCheck,2017-12-18 01:14:18,858p
5189CR,collector,2017-12-18 01:15:18,1219p
5190CR,packageDone,2017-12-18 01:26:18,858p
5197CR,collector,2017-12-18 01:27:18,4199p
5203CR,extraCheck,2017-12-18 01:38:18,9730p
5210CR,packageDone,2017-12-18 01:42:18,9730p
5218CR,extraCheck,2017-12-18 01:47:18,5337p
5219CR,packageDone,2017-12-18 01:55:18,5337p
5231CR,collector,2017-12-18 02:09:18,5218p
5241CR,packageDone,2017-12-18 02:21:18,394p
5243CR,collector,2017-12-18 02:23:18,6468p
5247CR,extraCheck,2017-12-18 02:29:18,1412p
5255CR,packageDone,2017-12-18 02:36:18,1412p
5260CR,extraCheck,2017-12-18 02:46:18,1965p
5276CR,collector,2017-12-18 02:57:18,2212p
5278CR,collector,2017-12-18 02:58:18,9186p
5269CR,packageDone,2017-12-18 03:00:18,1965p
5288CR,extraCheck,2017-12-18 03:11:18,5774p
5301CR,collector,2017-12-18 03:20:18,1283p
5296CR,packageDone,2017-12-18 03:24:18,5774p
5308CR,collector,2017-12-18 03:30:18,5239p
5319CR,collector,2017-12-18 03:34:18,5890p
5320CR,extraCheck,2017-12-18 03:37:18,4850p
5324CR,packageDone,2017-12-18 03:46:18,4850p
5331CR,extraCheck,2017-12-18 03:51:18,7646p
5333CR,packageDone,2017-12-18 04:00:18,7646p
5347CR,collector,2017-12-18 04:05:18,6528p
5348CR,extraCheck,2017-12-18 04:13:18,5791p
5357CR,collector,2017-12-18 04:19:18,4289p
5353CR,packageDone,2017-12-18 04:21:18,5791p
5365CR,extraCheck,2017-12-18 04:26:18,2271p
5376CR,collector,2017-12-18 04:34:18,6444p
5368CR,packageDone,2017-12-18 04:38:18,2271p
5386CR,collector,2017-12-18 04:45:18,1708p
5383CR,extraCheck,2017-12-18 04:47:18,3279p
5389CR,packageDone,2017-12-18 04:53:18,3279p
5394CR,extraCheck,2017-12-18 04:57:18,3391p
5395CR,packageDone,2017-12-18 05:11:18,3391p
5403CR,extraCheck,2017-12-18 05:19:18,4709p
5405CR,packageDone,2017-12-18 05:31:18,4709p
5418CR,collector,2017-12-18 05:36:18,9041p
5415CR,extraCheck,2017-12-18 05:40:18,7660p
5423CR,packageDone,2017-12-18 05:47:18,7660p
5430CR,collector,2017-12-18 05:59:18,9806p
5443CR,extraCheck,2017-12-18 06:20:18,7800p
5446CR,collector,2017-12-18 06:22:18,8013p
5447CR,packageDone,2017-12-18 06:27:18,7800p
5456CR,extraCheck,2017-12-18 06:34:18,4457p
5463CR,collector,2017-12-18 06:40:18,8358p
5458CR,packageDone,2017-12-18 06:47:18,4457p
5475CR,collector,2017-12-18 07:05:18,3890p
5488CR,extraCheck,2017-12-18 07:32:18,2185p
5490CR,collector,2017-12-18 07:35:18,6944p
5492CR,packageDone,2017-12-18 07:36:18,2185p
5500CR,packageDone,2017-12-18 07:53:18,8534p
5521CR,collector,2017-12-18 08:07:18,851p
5524CR,collector,2017-12-18 08:10:18,8231p
5536CR,extraCheck,2017-12-18 08:25:18,4207p
5543CR,collector,2017-12-18 08:27:18,9644p
5545CR,packageDone,2017-12-18 08:31:18,4207p
5553CR,collector,2017-12-18 08:34:18,5731p
5556CR,extraCheck,2017-12-18 08:42:18,6198p
5561CR,packageDone,2017-12-18 08:47:18,6198p
5568CR,extraCheck,2017-12-18 08:53:18,3412p
5570CR,collector,2017-12-18 08:53:18,8968p
5571CR,packageDone,2017-12-18 09:04:18,3412p
5581CR,extraCheck,2017-12-18 09:13:18,5211p
5585CR,collector,2017-12-18 09:16:18,4036p
5586CR,packageDone,2017-12-18 09:17:18,5211p
5593CR,extraCheck,2017-12-18 09:25:18,4574p
5601CR,packageDone,2017-12-18 09:35:18,4574p
5615CR,extraCheck,2017-12-18 09:39:18,7675p
5616CR,packageDone,2017-12-18 09:46:18,7675p
5620CR,collector,2017-12-18 09:48:18,2442p
5628CR,extraCheck,2017-12-18 09:52:18,7125p
5634CR,collector,2017-12-18 10:02:18,3289p
5640CR,collector,2017-12-18 10:02:18,5510p
5642CR,collector,2017-12-18 10:04:18,7191p
5632CR,packageDone,2017-12-18 10:06:18,7125p
5652CR,packageDone,2017-12-18 10:23:18,2981p
5662CR,packageDone,2017-12-18 10:33:18,2529p
5669CR,collector,2017-12-18 10:34:18,6036p
5676CR,extraCheck,2017-12-18 10:40:18,1679p
5681CR,packageDone,2017-12-18 10:55:18,1679p
5692CR,extraCheck,2017-12-18 10:58:18,1290p
5696CR,collector,2017-12-18 11:02:18,2267p
5695CR,packageDone,2017-12-18 11:09:18,1290p
5705CR,extraCheck,2017-12-18 11:17:18,1232p
5710CR,packageDone,2017-12-18 11:22:18,1232p
5721CR,collector,2017-12-18 11:26:18,2895p
5728CR,collector,2017-12-18 11:33:18,7988p
5722CR,extraCheck,2017-12-18 11:35:18,6202p
5733CR,packageDone,2017-12-18 11:46:18,6202p
5740CR,collector,2017-12-18 11:50:18,1823p
5745CR,extraCheck,2017-12-18 11:50:18,8376p
5747CR,packageDone,2017-12-18 11:57:18,8376p
5756CR,extraCheck,2017-12-18 12:01:18,6760p
5758CR,packageDone,2017-12-18 12:16:18,6760p
5770CR,extraCheck,2017-12-18 12:26:18,2908p
5774CR,collector,2017-12-18 12:27:18,8819p
5775CR,packageDone,2017-12-18 12:32:18,2908p
5793CR,collector,2017-12-18 12:43:18,2967p
5799CR,collector,2017-12-18 12:54:18,5414p
5808CR,extraCheck,2017-12-18 13:07:18,2129p
5811CR,collector,2017-12-18 13:09:18,8213p
5813CR,packageDone,2017-12-18 13:12:18,2129p
5820CR,extraCheck,2017-12-18 13:21:18,7410p
5825CR,collector,2017-12-18 13:23:18,5649p
5826CR,packageDone,2017-12-18 13:35:18,7410p
5833CR,collector,2017-12-18 13:35:18,2107p
5844CR,collector,2017-12-18 13:53:18,8896p
5846CR,extraCheck,2017-12-18 14:00:18,1868p
5852CR,packageDone,2017-12-18 14:03:18,1868p
5855CR,extraCheck,2017-12-18 14:13:18,1083p
5863CR,packageDone,2017-12-18 14:24:18,1083p
5873CR,packageDone,2017-12-18 14:35:18,1460p
5886CR,collector,2017-12-18 14:40:18,4984p
5887CR,extraCheck,2017-12-18 14:47:18,3815p
5896CR,collector,2017-12-18 14:54:18,218p
5899CR,collector,2017-12-18 14:58:18,7138p
5893CR,packageDone,2017-12-18 15:00:18,3815p
5904CR,collector,2017-12-18 15:01:18,56p
5912CR,extraCheck,2017-12-18 15:15:18,8897p
5913CR,packageDone,2017-12-18 15:29:18,8897p
5923CR,extraCheck,2017-12-18 15:39:18,2190p
5926CR,packageDone,2017-12-18 15:51:18,2190p
5933CR,extraCheck,2017-12-18 15:56:18,6561p
5936CR,collector,2017-12-18 15:56:18,1759p
5939CR,packageDone,2017-12-18 16:06:18,6561p
5947CR,packageDone,2017-12-18 16:14:18,5980p
5955CR,collector,2017-12-18 16:24:18,5346p
5952CR,packageDone,2017-12-18 16:27:18,4852p
5962CR,extraCheck,2017-12-18 16:38:18,3255p
5966CR,packageDone,2017-12-18 16:50:18,3255p
5975CR,extraCheck,2017-12-18 16:56:18,8123p
5977CR,collector,2017-12-18 16:57:18,5194p
5979CR,packageDone,2017-12-18 17:08:18,8123p
5988CR,extraCheck,2017-12-18 17:15:18,3532p
5993CR,collector,2017-12-18 17:17:18,8799p
5994CR,packageDone,2017-12-18 17:26:18,3532p
6006CR,extraCheck,2017-12-18 17:35:18,6402p
6012CR,packageDone,2017-12-18 17:48:18,6402p
6022CR,packageDone,2017-12-18 17:54:18,8956p
6026CR,extraCheck,2017-12-18 18:00:18,9112p
6030CR,collector,2017-12-18 18:01:18,8511p
6032CR,packageDone,2017-12-18 18:06:18,9112p
6037CR,collector,2017-12-18 18:08:18,9033p
6057CR,collector,2017-12-18 18:29:18,6399p
6055CR,extraCheck,2017-12-18 18:29:18,3358p
6068CR,collector,2017-12-18 18:40:18,7358p
6071CR,collector,2017-12-18 18:41:18,1352p
6065CR,packageDone,2017-12-18 18:43:18,3358p
6079CR,extraCheck,2017-12-18 18:48:18,7138p
6083CR,packageDone,2017-12-18 18:51:18,7138p
6087CR,collector,2017-12-18 18:55:18,2415p
6090CR,extraCheck,2017-12-18 19:01:18,4520p
6097CR,packageDone,2017-12-18 19:15:18,4520p
6104CR,collector,2017-12-18 19:16:18,9652p
6109CR,extraCheck,2017-12-18 19:25:18,6045p
6114CR,collector,2017-12-18 19:29:18,5689p
6112CR,packageDone,2017-12-18 19:32:18,6045p
6121CR,extraCheck,2017-12-18 19:37:18,8312p
6123CR,packageDone,2017-12-18 19:52:18,8312p
6130CR,extraCheck,2017-12-18 20:03:18,8057p
6136CR,packageDone,2017-12-18 20:13:18,8057p
6141CR,collector,2017-12-18 20:13:18,9820p
6147CR,extraCheck,2017-12-18 20:19:18,7988p
6150CR,packageDone,2017-12-18 20:22:18,7988p
6155CR,extraCheck,2017-12-18 20:29:18,5510p
6163CR,collector,2017-12-18 20:37:18,7834p
6158CR,packageDone,2017-12-18 20:43:18,5510p
6171CR,packageDone,2017-12-18 20:58:18,4023p
6184CR,extraCheck,2017-12-18 21:08:18,5845p
6190CR,collector,2017-12-18 21:08:18,7196p
6193CR,collector,2017-12-18 21:11:18,7689p
6199CR,collector,2017-12-18 21:14:18,1849p
6196CR,packageDone,2017-12-18 21:16:18,5845p
6215CR,collector,2017-12-18 21:24:18,2481p
6210CR,packageDone,2017-12-18 21:31:18,9355p
6223CR,collector,2017-12-18 21:33:18,2868p
6232CR,extraCheck,2017-12-18 21:45:18,9083p
6245CR,collector,2017-12-18 21:50:18,3994p
6239CR,packageDone,2017-12-18 21:53:18,9083p
6253CR,extraCheck,2017-12-18 21:57:18,3801p
6257CR,collector,2017-12-18 21:59:18,5730p
6255CR,packageDone,2017-12-18 22:00:18,3801p
6262CR,packageDone,2017-12-18 22:06:18,7961p
6267CR,extraCheck,2017-12-18 22:12:18,4928p
6270CR,collector,2017-12-18 22:13:18,3278p
6272CR,packageDone,2017-12-18 22:23:18,4928p
6285CR,extraCheck,2017-12-18 22:30:18,943p
6293CR,packageDone,2017-12-18 22:37:18,943p
6302CR,extraCheck,2017-12-18 22:41:18,1637p
6307CR,packageDone,2017-12-18 22:56:18,1637p
6328CR,collector,2017-12-18 23:03:18,7031p
6333CR,collector,2017-12-18 23:07:18,8409p
6337CR,collector,2017-12-18 23:11:18,4786p
6336CR,extraCheck,2017-12-18 23:11:18,5239p
6345CR,collector,2017-12-18 23:13:18,5557p
6348CR,packageDone,2017-12-18 23:17:18,5239p
6361CR,collector,2017-12-18 23:26:18,7385p
6362CR,collector,2017-12-18 23:27:18,7494p
6364CR,extraCheck,2017-12-18 23:27:18,7523p
6377CR,collector,2017-12-18 23:34:18,9941p
6371CR,packageDone,2017-12-18 23:41:18,7523p
6394CR,collector,2017-12-18 23:47:18,7239p
6391CR,extraCheck,2017-12-18 23:53:18,7434p
6401CR,packageDone,2017-12-18 23:58:18,7434p
6408CR,collector,2017-12-19 00:09:18,7835p
6405CR,packageDone,2017-12-19 00:12:18,9787p
6420CR,collector,2017-12-19 00:17:18,8586p
6421CR,packageDone,2017-12-19 00:24:18,9372p
6442CR,collector,2017-12-19 00:35:18,8375p
6451CR,collector,2017-12-19 00:47:18,7943p
6453CR,packageDone,2017-12-19 00:52:18,8853p
6469CR,collector,2017-12-19 01:01:18,2275p
6465CR,extraCheck,2017-12-19 01:04:18,1016p
6474CR,packageDone,2017-12-19 01:18:18,1016p
6487CR,extraCheck,2017-12-19 01:21:18,8212p
6491CR,collector,2017-12-19 01:26:18,1300p
6488CR,packageDone,2017-12-19 01:36:18,8212p
6501CR,collector,2017-12-19 01:37:18,745p
6513CR,collector,2017-12-19 01:47:18,8256p
6510CR,extraCheck,2017-12-19 01:49:18,6573p
6516CR,packageDone,2017-12-19 02:01:18,6573p
6526CR,collector,2017-12-19 02:05:18,8460p
6527CR,extraCheck,2017-12-19 02:08:18,6365p
6531CR,packageDone,2017-12-19 02:20:18,6365p
6536CR,extraCheck,2017-12-19 02:24:18,2353p
6541CR,packageDone,2017-12-19 02:30:18,2353p
6550CR,packageDone,2017-12-19 02:40:18,6179p
6556CR,collector,2017-12-19 02:42:18,7059p
6572CR,collector,2017-12-19 02:52:18,2094p
6571CR,collector,2017-12-19 02:54:18,1792p
6593CR,collector,2017-12-19 03:25:18,5504p
6602CR,collector,2017-12-19 03:28:18,6961p
6604CR,extraCheck,2017-12-19 03:30:18,5878p
6610CR,packageDone,2017-12-19 03:37:18,5878p
6617CR,collector,2017-12-19 03:39:18,5585p
6621CR,extraCheck,2017-12-19 03:43:18,7778p
6626CR,packageDone,2017-12-19 03:57:18,7778p
6638CR,extraCheck,2017-12-19 04:04:18,7954p
6641CR,packageDone,2017-12-19 04:12:18,7954p
6646CR,collector,2017-12-19 04:14:18,3759p
6651CR,collector,2017-12-19 04:18:18,3455p
6663CR,extraCheck,2017-12-19 04:42:18,4722p
6669CR,packageDone,2017-12-19 04:53:18,4722p
6681CR,collector,2017-12-19 04:59:18,6799p
6686CR,collector,2017-12-19 05:03:18,7842p
6677CR,extraCheck,2017-12-19 05:04:18,1219p
6688CR,packageDone,2017-12-19 05:15:18,1219p
6699CR,extraCheck,2017-12-19 05:25:18,4199p
6705CR,collector,2017-12-19 05:32:18,3055p
6702CR,packageDone,2017-12-19 05:33:18,4199p
6733CR,collector,2017-12-19 06:08:18,8266p
6737CR,extraCheck,2017-12-19 06:13:18,5504p
6740CR,collector,2017-12-19 06:15:18,4650p
6742CR,packageDone,2017-12-19 06:27:18,5504p
6754CR,extraCheck,2017-12-19 06:30:18,5218p
6755CR,packageDone,2017-12-19 06:34:18,5218p
6759CR,extraCheck,2017-12-19 06:38:18,7835p
6766CR,collector,2017-12-19 06:50:18,4522p
6761CR,packageDone,2017-12-19 06:53:18,7835p
6789CR,collector,2017-12-19 07:13:18,4780p
6778CR,packageDone,2017-12-19 07:13:18,6468p
6799CR,extraCheck,2017-12-19 07:26:18,2212p
6806CR,collector,2017-12-19 07:28:18,2162p
6809CR,packageDone,2017-12-19 07:40:18,2212p
6824CR,collector,2017-12-19 07:45:18,234p
6828CR,collector,2017-12-19 07:47:18,7914p
6821CR,packageDone,2017-12-19 07:53:18,9186p
6836CR,extraCheck,2017-12-19 07:59:18,1283p
6840CR,packageDone,2017-12-19 08:03:18,1283p
6846CR,collector,2017-12-19 08:07:18,5537p
6847CR,extraCheck,2017-12-19 08:15:18,8409p
6853CR,packageDone,2017-12-19 08:29:18,8409p
6867CR,collector,2017-12-19 08:31:18,664p
6875CR,collector,2017-12-19 08:34:18,9740p
6874CR,extraCheck,2017-12-19 08:34:18,7031p
6882CR,collector,2017-12-19 08:42:18,7437p
6878CR,packageDone,2017-12-19 08:47:18,7031p
6892CR,extraCheck,2017-12-19 08:52:18,5890p
6893CR,packageDone,2017-12-19 09:04:18,5890p
6898CR,extraCheck,2017-12-19 09:09:18,6528p
6901CR,collector,2017-12-19 09:10:18,7421p
6904CR,packageDone,2017-12-19 09:15:18,6528p
6912CR,extraCheck,2017-12-19 09:22:18,4289p
6915CR,packageDone,2017-12-19 09:37:18,4289p
6924CR,collector,2017-12-19 09:39:18,5250p
6933CR,collector,2017-12-19 09:47:18,8263p
6927CR,extraCheck,2017-12-19 09:48:18,6444p
6936CR,packageDone,2017-12-19 09:54:18,6444p
6939CR,extraCheck,2017-12-19 10:01:18,1708p
6942CR,packageDone,2017-12-19 10:06:18,1708p
6951CR,packageDone,2017-12-19 10:39:18,9041p
6964CR,extraCheck,2017-12-19 10:44:18,9806p
6966CR,collector,2017-12-19 10:46:18,3886p
6968CR,packageDone,2017-12-19 10:56:18,9806p
6980CR,extraCheck,2017-12-19 11:02:18,8013p
6983CR,collector,2017-12-19 11:04:18,7273p
6988CR,collector,2017-12-19 11:07:18,1132p
6987CR,packageDone,2017-12-19 11:12:18,8013p
6998CR,extraCheck,2017-12-19 11:22:18,8358p
7005CR,packageDone,2017-12-19 11:34:18,8358p
7019CR,extraCheck,2017-12-19 11:45:18,3890p
7028CR,packageDone,2017-12-19 11:50:18,3890p
7031CR,collector,2017-12-19 11:52:18,6613p
7032CR,collector,2017-12-19 11:56:18,5282p
7039CR,extraCheck,2017-12-19 11:57:18,6944p
7048CR,collector,2017-12-19 12:03:18,7627p
7055CR,collector,2017-12-19 12:06:18,6087p
7045CR,packageDone,2017-12-19 12:11:18,6944p
7064CR,packageDone,2017-12-19 12:20:18,851p
7073CR,extraCheck,2017-12-19 12:29:18,8231p
7085CR,collector,2017-12-19 12:37:18,834p
7079CR,packageDone,2017-12-19 12:44:18,8231p
7092CR,extraCheck,2017-12-19 12:55:18,9644p
7099CR,packageDone,2017-12-19 13:02:18,9644p
7106CR,collector,2017-12-19 13:07:18,8401p
7109CR,extraCheck,2017-12-19 13:14:18,5731p
7118CR,collector,2017-12-19 13:20:18,2776p
7115CR,packageDone,2017-12-19 13:28:18,5731p
7130CR,packageDone,2017-12-19 13:37:18,8968p
7137CR,extraCheck,2017-12-19 13:40:18,4036p
7138CR,packageDone,2017-12-19 13:44:18,4036p
7141CR,collector,2017-12-19 13:48:18,8658p
7143CR,extraCheck,2017-12-19 13:56:18,2868p
7149CR,collector,2017-12-19 13:57:18,6803p
7152CR,packageDone,2017-12-19 14:10:18,2868p
7173CR,collector,2017-12-19 14:20:18,6110p
7168CR,extraCheck,2017-12-19 14:21:18,7196p
7179CR,packageDone,2017-12-19 14:30:18,7196p
7184CR,extraCheck,2017-12-19 14:34:18,2442p
7191CR,collector,2017-12-19 14:38:18,3914p
7189CR,packageDone,2017-12-19 14:50:18,2442p
7204CR,collector,2017-12-19 14:55:18,9685p
7205CR,extraCheck,2017-12-19 14:56:18,3289p
7207CR,packageDone,2017-12-19 15:07:18,3289p
7212CR,collector,2017-12-19 15:08:18,3893p
7217CR,extraCheck,2017-12-19 15:13:18,7191p
7222CR,packageDone,2017-12-19 15:22:18,7191p
7236CR,extraCheck,2017-12-19 15:37:18,6036p
7238CR,packageDone,2017-12-19 15:51:18,6036p
7247CR,collector,2017-12-19 15:53:18,2064p
7256CR,collector,2017-12-19 15:58:18,735p
7251CR,packageDone,2017-12-19 16:06:18,2267p
7264CR,extraCheck,2017-12-19 16:11:18,2895p
7267CR,collector,2017-12-19 16:15:18,7533p
7268CR,packageDone,2017-12-19 16:24:18,2895p
7281CR,extraCheck,2017-12-19 16:29:18,9820p
7283CR,packageDone,2017-12-19 16:39:18,9820p
7297CR,collector,2017-12-19 16:45:18,2103p
7300CR,collector,2017-12-19 16:48:18,2022p
7294CR,extraCheck,2017-12-19 16:52:18,1823p
7314CR,collector,2017-12-19 17:00:18,803p
7311CR,packageDone,2017-12-19 17:02:18,1823p
7321CR,extraCheck,2017-12-19 17:10:18,8819p
7331CR,collector,2017-12-19 17:16:18,289p
7332CR,collector,2017-12-19 17:17:18,8569p
7326CR,packageDone,2017-12-19 17:23:18,8819p
7342CR,extraCheck,2017-12-19 17:33:18,2967p
7347CR,packageDone,2017-12-19 17:37:18,2967p
7351CR,extraCheck,2017-12-19 17:46:18,5414p
7356CR,packageDone,2017-12-19 17:51:18,5414p
7363CR,extraCheck,2017-12-19 17:55:18,8213p
7367CR,collector,2017-12-19 17:57:18,6965p
7369CR,collector,2017-12-19 17:59:18,4871p
7366CR,packageDone,2017-12-19 18:07:18,8213p
7378CR,extraCheck,2017-12-19 18:11:18,5649p
7380CR,packageDone,2017-12-19 18:20:18,5649p
7388CR,extraCheck,2017-12-19 18:22:18,2107p
7391CR,packageDone,2017-12-19 18:37:18,2107p
7404CR,collector,2017-12-19 18:41:18,5721p
7405CR,extraCheck,2017-12-19 18:49:18,8896p
7412CR,packageDone,2017-12-19 18:58:18,8896p
7421CR,packageDone,2017-12-19 19:02:18,4984p
7429CR,collector,2017-12-19 19:08:18,8070p
7425CR,extraCheck,2017-12-19 19:11:18,218p
7439CR,collector,2017-12-19 19:19:18,8311p
7445CR,collector,2017-12-19 19:25:18,3862p
7435CR,packageDone,2017-12-19 19:26:18,218p
7452CR,packageDone,2017-12-19 19:32:18,56p
7456CR,extraCheck,2017-12-19 19:42:18,1759p
7464CR,packageDone,2017-12-19 19:54:18,1759p
7479CR,collector,2017-12-19 20:02:18,4978p
7475CR,extraCheck,2017-12-19 20:06:18,5346p
7487CR,packageDone,2017-12-19 20:20:18,5346p
7499CR,packageDone,2017-12-19 20:26:18,5194p
7502CR,collector,2017-12-19 20:28:18,2074p
7508CR,extraCheck,2017-12-19 20:31:18,8799p
7515CR,collector,2017-12-19 20:38:18,3996p
7512CR,packageDone,2017-12-19 20:41:18,8799p
7523CR,collector,2017-12-19 20:42:18,7889p
7537CR,collector,2017-12-19 20:54:18,6634p
7536CR,collector,2017-12-19 20:56:18,1176p
7546CR,extraCheck,2017-12-19 21:05:18,8511p
7547CR,packageDone,2017-12-19 21:20:18,8511p
7555CR,collector,2017-12-19 21:30:18,8687p
7560CR,extraCheck,2017-12-19 21:47:18,9033p
7562CR,packageDone,2017-12-19 21:57:18,9033p
7569CR,extraCheck,2017-12-19 22:07:18,6399p
7572CR,packageDone,2017-12-19 22:15:18,6399p
7575CR,extraCheck,2017-12-19 22:20:18,7358p
7578CR,packageDone,2017-12-19 22:30:18,7358p
7586CR,collector,2017-12-19 22:36:18,5636p
7588CR,extraCheck,2017-12-19 22:44:18,1352p
7594CR,packageDone,2017-12-19 22:47:18,1352p
7597CR,collector,2017-12-19 22:50:18,857p
7599CR,packageDone,2017-12-19 22:57:18,2415p
7609CR,extraCheck,2017-12-19 23:08:18,9652p
7620CR,collector,2017-12-19 23:17:18,1600p
7613CR,packageDone,2017-12-19 23:22:18,9652p
7638CR,extraCheck,2017-12-19 23:27:18,5689p
7637CR,collector,2017-12-19 23:29:18,4148p
7639CR,packageDone,2017-12-19 23:33:18,5689p
7652CR,collector,2017-12-19 23:39:18,2539p
7647CR,packageDone,2017-12-19 23:44:18,7834p
7659CR,packageDone,2017-12-19 23:49:18,7689p
7668CR,collector,2017-12-19 23:57:18,6725p
7665CR,extraCheck,2017-12-20 00:00:18,1849p
7676CR,packageDone,2017-12-20 00:10:18,1849p
7690CR,packageDone,2017-12-20 00:16:18,2481p
7698CR,extraCheck,2017-12-20 00:28:18,3994p
7714CR,collector,2017-12-20 00:31:18,6923p
7719CR,collector,2017-12-20 00:34:18,5105p
7716CR,packageDone,2017-12-20 00:35:18,3994p
7726CR,collector,2017-12-20 00:38:18,4744p
7739CR,collector,2017-12-20 00:48:18,3701p
7740CR,collector,2017-12-20 00:48:18,8508p
7741CR,collector,2017-12-20 00:50:18,629p
7755CR,collector,2017-12-20 00:56:18,7456p
7742CR,packageDone,2017-12-20 01:01:18,5730p
7770CR,extraCheck,2017-12-20 01:31:18,3278p
7773CR,packageDone,2017-12-20 01:34:18,3278p
7775CR,collector,2017-12-20 01:37:18,4421p
7781CR,packageDone,2017-12-20 01:42:18,664p
7792CR,extraCheck,2017-12-20 01:47:18,4786p
7803CR,collector,2017-12-20 01:56:18,6672p
7796CR,packageDone,2017-12-20 02:00:18,4786p
7817CR,collector,2017-12-20 02:11:18,7026p
7810CR,extraCheck,2017-12-20 02:11:18,5557p
7821CR,collector,2017-12-20 02:13:18,8058p
7823CR,packageDone,2017-12-20 02:18:18,5557p
7840CR,extraCheck,2017-12-20 02:38:18,7385p
7846CR,collector,2017-12-20 02:48:18,8905p
7843CR,packageDone,2017-12-20 02:51:18,7385p
7854CR,extraCheck,2017-12-20 02:59:18,7494p
7861CR,collector,2017-12-20 03:09:18,8804p
7857CR,packageDone,2017-12-20 03:12:18,7494p
7872CR,extraCheck,2017-12-20 03:16:18,9941p
7880CR,collector,2017-12-20 03:26:18,7718p
7883CR,collector,2017-12-20 03:29:18,5984p
7876CR,packageDone,2017-12-20 03:30:18,9941p
7891CR,extraCheck,2017-12-20 03:41:18,7239p
7895CR,packageDone,2017-12-20 03:54:18,7239p
7910CR,collector,2017-12-20 04:08:18,2642p
7905CR,packageDone,2017-12-20 04:10:18,8586p
7915CR,extraCheck,2017-12-20 04:19:18,8375p
7921CR,collector,2017-12-20 04:20:18,8678p
7923CR,packageDone,2017-12-20 04:30:18,8375p
7935CR,extraCheck,2017-12-20 04:40:18,7943p
7948CR,collector,2017-12-20 04:49:18,8484p
7940CR,packageDone,2017-12-20 04:53:18,7943p
7955CR,extraCheck,2017-12-20 05:04:18,2275p
7960CR,collector,2017-12-20 05:05:18,8631p
7966CR,collector,2017-12-20 05:13:18,5675p
7961CR,packageDone,2017-12-20 05:15:18,2275p
7972CR,extraCheck,2017-12-20 05:25:18,1300p
7979CR,packageDone,2017-12-20 05:28:18,1300p
7983CR,extraCheck,2017-12-20 05:40:18,745p
7988CR,collector,2017-12-20 05:42:18,2858p
7990CR,packageDone,2017-12-20 05:52:18,745p
8001CR,extraCheck,2017-12-20 06:01:18,8256p
8007CR,collector,2017-12-20 06:01:18,5848p
8008CR,packageDone,2017-12-20 06:12:18,8256p
8017CR,extraCheck,2017-12-20 06:16:18,8460p
8021CR,collector,2017-12-20 06:21:18,9199p
8018CR,packageDone,2017-12-20 06:24:18,8460p
8028CR,collector,2017-12-20 06:28:18,6353p
8030CR,extraCheck,2017-12-20 06:33:18,7059p
8033CR,packageDone,2017-12-20 06:40:18,7059p
8037CR,extraCheck,2017-12-20 06:46:18,2094p
8040CR,packageDone,2017-12-20 06:50:18,2094p
8045CR,extraCheck,2017-12-20 07:02:18,1792p
8046CR,packageDone,2017-12-20 07:13:18,1792p
8059CR,extraCheck,2017-12-20 07:25:18,6961p
8064CR,collector,2017-12-20 07:26:18,8513p
8068CR,collector,2017-12-20 07:28:18,8234p
8069CR,packageDone,2017-12-20 07:37:18,6961p
8086CR,extraCheck,2017-12-20 07:45:18,5585p
8090CR,collector,2017-12-20 07:48:18,3098p
8094CR,collector,2017-12-20 07:50:18,5979p
8093CR,packageDone,2017-12-20 07:53:18,5585p
8104CR,extraCheck,2017-12-20 08:02:18,3455p
8114CR,collector,2017-12-20 08:12:18,1452p
8108CR,packageDone,2017-12-20 08:14:18,3455p
8126CR,collector,2017-12-20 08:22:18,4833p
8121CR,extraCheck,2017-12-20 08:26:18,6799p
8131CR,collector,2017-12-20 08:30:18,8372p
8130CR,packageDone,2017-12-20 08:40:18,6799p
8142CR,extraCheck,2017-12-20 08:45:18,7842p
8144CR,packageDone,2017-12-20 08:59:18,7842p
8148CR,extraCheck,2017-12-20 09:07:18,3055p
8156CR,collector,2017-12-20 09:10:18,8339p
8155CR,packageDone,2017-12-20 09:18:18,3055p
8163CR,extraCheck,2017-12-20 09:25:18,8266p
8166CR,packageDone,2017-12-20 09:38:18,8266p
8175CR,extraCheck,2017-12-20 09:43:18,4650p
8181CR,collector,2017-12-20 09:49:18,9558p
