Product,Price,Shelf,ExtraCheck
1000,28.06,10,true
1859,76.62,10,true
2448,89.42,10,true
4172,66.28,10,true
4528,72.74,10,true
4692,62.3,10,true
5007,63.36,10,true
6728,53.48,10,true
7324,29.41,10,true
7438,79.59,10,true
7896,34.63,10,true
8206,85.07,10,true
9161,35.75,10,true
9557,70.38,10,true
9681,82.25,10,true
9755,22.37,10,true
9825,75.23,10,true
9884,92.96,10,true
9909,49.69,10,true
323,53.37,254,true
1472,50.68,254,true
1496,59.56,254,true
4758,97.89,254,true
5059,21.8,254,true
5840,50.66,254,true
6212,88.7,254,true
6443,99.97,254,true
6578,94.77,254,true
7540,97.24,254,true
7630,45.75,254,true
7918,87.74,254,true
8119,69.76,254,true
8146,46.82,254,true
8440,83.21,254,true
9174,74.1,254,true
9206,43.95,254,true
9369,89.87,254,true
9647,58.97,254,true
9698,44.17,254,true
312,38.73,299,true
1094,25.99,299,true
1171,67.43,299,true
1681,95.87,299,true
1937,26.96,299,true
3286,58.1,299,true
3665,50.19,299,true
4625,89.82,299,true
5073,77.08,299,true
5490,72.22,299,true
5530,71.49,299,true
6247,55.0,299,true
6907,39.89,299,true
7468,95.14,299,true
7571,20.36,299,true
7921,74.07,299,true
8000,21.58,299,true
8575,79.2,299,true
8996,59.0,299,true
9009,88.08,299,true
9782,38.28,443,false
197,77.25,141,true
520,40.59,141,true
725,68.17,141,true
743,91.22,141,true
1156,23.83,141,true
1195,72.38,141,true
1414,89.84,141,true
2585,48.51,141,true
3576,28.91,141,true
4306,39.01,141,true
4458,95.84,141,true
4999,65.3,141,true
5041,61.04,141,true
5384,51.51,141,true
5629,64.1,141,true
5642,57.17,141,true
5711,56.86,141,true
6200,86.39,141,true
6215,71.04,141,true
6310,86.53,141,true
275,52.11,241,true
584,48.89,241,true
832,85.25,241,true
1832,78.49,241,true
2266,80.39,241,true
2381,64.65,241,true
3205,73.07,241,true
3348,32.39,241,true
3930,45.06,241,true
4666,59.3,241,true
5020,78.78,241,true
5122,84.45,241,true
5245,68.03,241,true
5362,73.41,241,true
5643,96.39,241,true
6446,66.47,241,true
7610,73.03,241,true
7908,71.57,241,true
8100,62.37,241,true
8424,39.47,241,true
473,50.51,290,true
2025,74.33,290,true
2120,41.73,290,true
2399,95.87,290,true
3105,24.28,290,true
3866,90.14,290,true
4489,45.9,290,true
4850,40.45,290,true
5287,94.29,290,true
6741,22.44,290,true
7088,32.06,290,true
7169,74.04,290,true
8020,79.53,290,true
9273,32.73,290,true
9363,76.25,290,true
9630,52.92,290,true
9679,58.23,290,true
9748,70.97,290,true
9830,62.36,290,true
9880,45.43,290,true
5870,21.07,107,false
6013,80.84,91,false
8468,45.99,169,false
7053,64.75,69,false
6858,43.18,466,false
702,90.41,406,true
1235,29.57,406,true
1558,55.13,406,true
2086,59.21,406,true
2315,82.84,406,true
2456,64.2,406,true
2551,67.83,406,true
3658,57.23,406,true
3863,98.65,406,true
4341,20.25,406,true
5076,34.32,406,true
5307,75.09,406,true
5898,91.28,406,true
5963,65.26,406,true
6246,29.67,406,true
6567,28.63,406,true
7596,56.49,406,true
7796,85.3,406,true
8136,92.56,406,true
8613,82.75,406,true
505,98.03,280,true
1221,99.08,280,true
1287,26.87,280,true
1689,51.19,280,true
3118,23.47,280,true
3841,70.19,280,true
4252,84.16,280,true
4822,24.28,280,true
4951,33.04,280,true
5003,32.42,280,true
5173,42.07,280,true
5534,81.08,280,true
5683,48.03,280,true
6160,57.15,280,true
6640,85.83,280,true
7491,59.38,280,true
7810,41.91,280,true
7991,76.67,280,true
8050,27.72,280,true
8354,22.11,280,true
185,59.76,271,true
603,63.62,271,true
1222,49.11,271,true
2847,26.35,271,true
3528,41.98,271,true
3682,25.37,271,true
3864,90.73,271,true
4524,32.93,271,true
4817,81.31,271,true
5081,50.18,271,true
5132,23.21,271,true
5428,62.08,271,true
5613,91.31,271,true
7329,45.54,271,true
7934,72.34,271,true
8476,85.64,271,true
8509,97.19,271,true
8849,29.14,271,true
9185,63.24,271,true
9268,75.95,271,true
101,38.36,221,true
912,79.49,221,true
1148,39.69,221,true
1343,53.96,221,true
1885,29.17,221,true
2245,55.57,221,true
3093,32.06,221,true
3294,59.88,221,true
4025,86.29,221,true
4176,27.75,221,true
4802,39.02,221,true
6150,38.44,221,true
6265,73.33,221,true
6502,76.96,221,true
6949,97.9,221,true
7289,71.3,221,true
7542,39.97,221,true
8813,64.77,221,true
9248,71.95,221,true
9885,29.92,221,true
97,58.33,124,true
258,50.24,124,true
1088,67.53,124,true
1188,97.49,124,true
1395,92.04,124,true
1576,42.27,124,true
1588,71.13,124,true
2321,96.96,124,true
2340,28.31,124,true
2423,78.69,124,true
2647,28.85,124,true
2811,43.35,124,true
3174,38.53,124,true
4831,95.45,124,true
5385,51.22,124,true
5579,86.84,124,true
5793,29.42,124,true
6322,30.47,124,true
6334,67.96,124,true
6854,83.95,124,true
49,72.4,131,true
178,57.13,131,true
2085,52.45,131,true
2334,90.44,131,true
2342,76.54,131,true
2419,90.71,131,true
2482,66.34,131,true
3842,63.45,131,true
3921,63.98,131,true
3977,87.21,131,true
4271,67.96,131,true
5650,26.38,131,true
6178,61.63,131,true
6629,68.13,131,true
6765,79.59,131,true
7185,47.21,131,true
7333,35.66,131,true
7495,80.64,131,true
7950,76.91,131,true
8186,64.08,131,true
1344,32.07,121,false
13,71.53,481,true
1041,57.7,481,true
1738,97.8,481,true
2515,37.08,481,true
3076,70.31,481,true
3524,74.61,481,true
3660,55.32,481,true
4235,91.21,481,true
4310,95.04,481,true
5185,70.14,481,true
6819,76.36,481,true
6842,78.66,481,true
7086,53.83,481,true
7663,69.59,481,true
7947,59.47,481,true
8035,84.11,481,true
8240,33.04,481,true
8484,99.9,481,true
535,77.97,467,true
862,59.56,467,true
1100,24.69,467,true
1715,66.55,467,true
2158,75.77,467,true
3153,38.09,467,true
3507,83.6,467,true
5153,92.96,467,true
5335,30.27,467,true
5461,42.36,467,true
5528,72.58,467,true
5570,50.89,467,true
5918,37.78,467,true
6170,33.02,467,true
6382,62.08,467,true
7038,22.47,467,true
7611,71.18,467,true
8520,31.06,467,true
9007,79.62,467,true
9269,82.04,467,true
8503,46.06,481,true
8610,51.63,481,true
43,79.31,79,true
187,23.13,79,true
610,60.64,79,true
943,95.18,79,true
1310,32.37,79,true
1421,49.69,79,true
1787,35.15,79,true
2960,94.07,79,true
3256,65.71,79,true
3431,61.08,79,true
3482,89.15,79,true
4342,77.52,79,true
5273,49.52,79,true
5722,50.12,79,true
5964,23.94,79,true
6046,95.51,79,true
7508,55.01,79,true
7877,73.55,79,true
8397,28.28,79,true
8659,86.48,79,true
8947,63.65,295,false
510,95.34,167,true
626,67.44,167,true
1035,91.79,167,true
1130,76.21,167,true
2425,48.29,167,true
2486,55.47,167,true
2547,22.6,167,true
2976,79.99,167,true
3051,63.32,167,true
3777,20.81,167,true
4280,65.94,167,true
4639,39.35,167,true
5030,91.41,167,true
5747,93.82,167,true
5830,60.58,167,true
6164,63.12,167,true
6474,54.89,167,true
7073,24.94,167,true
7261,54.22,167,true
7310,96.64,167,true
142,71.56,63,true
983,35.6,63,true
1257,67.38,63,true
1451,55.02,63,true
1723,98.09,63,true
3446,42.67,63,true
3448,73.44,63,true
5927,59.49,63,true
6760,42.39,63,true
7157,46.0,63,true
7311,80.57,63,true
7799,70.96,63,true
7924,79.06,63,true
8879,91.59,63,true
8993,69.54,63,true
9292,41.1,63,true
9426,86.91,63,true
9447,35.31,63,true
9561,80.76,63,true
9751,87.23,63,true
2013,28.65,380,false
320,42.68,226,true
457,90.94,226,true
1375,89.52,226,true
1875,37.38,226,true
2879,53.81,226,true
3461,86.79,226,true
3558,46.91,226,true
3686,20.15,226,true
3832,95.12,226,true
4573,55.89,226,true
5002,43.46,226,true
6495,99.61,226,true
6709,56.59,226,true
7385,62.41,226,true
7771,71.72,226,true
7880,25.31,226,true
7929,94.66,226,true
8036,71.52,226,true
8082,61.34,226,true
8585,42.23,226,true
1534,59.33,337,false
3922,26.05,382,false
722,83.1,242,true
958,33.77,242,true
1324,50.26,242,true
1908,43.31,242,true
2923,89.85,242,true
3137,32.7,242,true
4203,90.31,242,true
4669,63.27,242,true
5262,77.56,242,true
5449,37.65,242,true
7964,36.31,242,true
8242,49.98,242,true
8262,58.55,242,true
8831,74.63,242,true
9065,93.96,242,true
9691,93.3,242,true
9820,92.37,242,true
9875,23.99,242,true
9904,28.89,242,true
9913,66.1,242,true
1077,54.99,378,true
1089,72.57,378,true
1739,71.78,378,true
2263,57.25,378,true
2449,40.49,378,true
2828,28.75,378,true
2876,40.12,378,true
3773,46.53,378,true
3938,54.4,378,true
4259,61.76,378,true
4775,30.91,378,true
5102,35.03,378,true
5166,29.09,378,true
6722,37.92,378,true
7567,58.54,378,true
8334,64.87,378,true
9509,27.03,378,true
9669,63.8,378,true
9771,27.31,378,true
9803,72.77,378,true
10,66.86,134,true
406,43.76,134,true
1515,71.1,134,true
2125,68.84,134,true
2528,76.42,134,true
4257,20.44,134,true
4515,22.06,134,true
4642,93.8,134,true
4750,92.51,134,true
6355,81.73,134,true
6454,47.52,134,true
6489,95.95,134,true
7364,27.12,134,true
7761,37.82,134,true
7814,39.12,134,true
8278,80.31,134,true
8474,32.95,134,true
8707,20.72,134,true
8890,20.89,134,true
9178,92.62,134,true
6037,52.11,6,false
210,76.06,486,true
478,38.0,486,true
514,39.82,486,true
667,28.27,486,true
930,71.64,486,true
1010,30.37,486,true
1686,34.86,486,true
2653,33.31,486,true
2723,74.26,486,true
4200,92.49,486,true
5953,31.65,486,true
5983,51.96,486,true
6407,47.66,486,true
6793,24.14,486,true
6981,40.72,486,true
7453,81.29,486,true
7559,92.43,486,true
7695,22.22,486,true
8091,53.8,486,true
8967,36.34,486,true
5198,75.12,416,false
2048,84.94,359,true
2286,39.27,359,true
3625,71.35,359,true
3934,42.37,359,true
4163,58.46,359,true
4374,49.34,359,true
5433,79.68,359,true
6116,76.36,359,true
6861,45.43,359,true
6999,83.23,359,true
7094,57.61,359,true
7367,74.67,359,true
9146,94.11,359,true
9672,58.1,359,true
9723,22.77,359,true
9762,90.17,359,true
9887,87.94,359,true
9939,82.73,359,true
9948,77.77,359,true
9958,99.42,359,true
1898,38.87,459,false
128,93.96,473,false
158,69.37,12,true
2390,36.95,12,true
3053,24.11,12,true
3598,53.06,12,true
3906,91.17,12,true
4273,21.1,12,true
4574,25.39,12,true
5378,51.0,12,true
5500,64.2,12,true
5799,28.1,12,true
6619,97.31,12,true
7136,20.13,12,true
8765,85.38,12,true
9069,93.87,12,true
9309,33.08,12,true
9346,80.51,12,true
9415,70.29,12,true
9438,57.22,12,true
9507,74.63,12,true
9527,23.36,12,true
571,39.66,213,true
655,52.8,213,true
2114,86.73,213,true
3563,24.58,213,true
3698,38.71,213,true
4393,42.17,213,true
4550,77.43,213,true
4880,53.71,213,true
5085,91.92,213,true
5757,62.61,213,true
5839,38.97,213,true
5979,40.06,213,true
6063,32.89,213,true
6894,87.25,213,true
7055,79.22,213,true
7182,81.51,213,true
7358,61.83,213,true
8180,37.76,213,true
8800,91.97,213,true
9046,36.23,213,true
7685,22.13,317,false
1026,76.6,4,true
1144,91.7,4,true
1155,79.08,4,true
1494,64.3,4,true
2403,76.25,4,true
2734,82.48,4,true
3373,65.51,4,true
3570,58.71,4,true
3909,79.83,4,true
4079,54.66,4,true
4807,46.86,4,true
5884,93.67,4,true
5913,98.12,4,true
6092,27.32,4,true
6659,88.15,4,true
7223,64.26,4,true
8660,32.21,4,true
8876,66.09,4,true
8994,38.18,4,true
9421,44.34,4,true
4933,58.18,118,false
125,40.77,262,true
849,66.54,262,true
1108,97.66,262,true
1949,76.7,262,true
2994,68.22,262,true
4044,42.61,262,true
4989,35.23,262,true
5372,21.89,262,true
5521,82.11,262,true
6036,85.22,262,true
6288,21.43,262,true
6414,42.35,262,true
6794,58.89,262,true
7130,49.76,262,true
7618,68.2,262,true
7928,26.08,262,true
8090,75.14,262,true
8870,43.53,262,true
8970,23.21,262,true
8986,37.89,262,true
76,27.01,18,true
316,76.37,18,true
1254,20.57,18,true
1522,83.28,18,true
2300,70.35,18,true
2331,57.14,18,true
3110,36.21,18,true
4578,38.25,18,true
5609,82.94,18,true
6057,59.89,18,true
7315,25.43,18,true
7331,75.53,18,true
7353,38.68,18,true
8797,50.34,18,true
8920,60.03,18,true
9151,34.91,18,true
9165,94.41,18,true
9440,96.49,18,true
9572,88.33,18,true
9623,69.31,18,true
419,28.57,278,true
546,87.01,278,true
810,87.67,278,true
2201,60.66,278,true
2778,64.15,278,true
3081,37.16,278,true
3178,30.99,278,true
3545,85.93,278,true
4794,58.94,278,true
4835,23.8,278,true
5176,62.31,278,true
5234,35.85,278,true
5727,99.76,278,true
5975,23.45,278,true
6074,30.59,278,true
6644,84.42,278,true
7319,20.95,278,true
8002,60.91,278,true
8040,25.43,278,true
8626,85.9,278,true
1230,49.63,239,true
1560,88.28,239,true
1847,53.07,239,true
2195,28.63,239,true
3580,33.21,239,true
3789,39.02,239,true
4560,22.14,239,true
5349,48.35,239,true
5731,42.24,239,true
5765,95.08,239,true
6003,82.59,239,true
6553,98.53,239,true
6580,20.36,239,true
6697,51.92,239,true
7111,98.93,239,true
7226,71.77,239,true
8616,81.68,239,true
9040,26.42,239,true
9200,25.18,239,true
9231,71.81,239,true
349,91.56,327,true
758,28.43,327,true
799,64.79,327,true
1184,40.39,327,true
1775,33.86,327,true
1853,53.73,327,true
2020,64.15,327,true
2076,25.63,327,true
2218,95.48,327,true
2741,61.98,327,true
4022,21.11,327,true
4139,63.24,327,true
4298,25.31,327,true
5096,32.29,327,true
6272,62.77,327,true
6292,77.21,327,true
6459,54.08,327,true
6681,56.85,327,true
9424,73.06,327,true
9462,98.0,327,true
9190,73.98,185,false
317,31.41,170,true
599,29.86,170,true
1452,68.29,170,true
1901,89.57,170,true
1967,98.8,170,true
2088,42.17,170,true
2257,28.07,170,true
2538,36.47,170,true
3487,28.57,170,true
3839,20.71,170,true
4242,51.79,170,true
4646,57.51,170,true
4773,28.03,170,true
5106,24.36,170,true
5394,27.06,170,true
5924,61.89,170,true
6241,78.98,170,true
7984,93.2,170,true
8236,61.58,170,true
9674,71.33,170,true
151,84.55,353,true
788,22.76,353,true
920,89.11,353,true
1068,56.37,353,true
1099,22.64,353,true
1978,51.61,353,true
2309,93.06,353,true
3108,79.62,353,true
4247,32.09,353,true
4422,87.45,353,true
4753,40.09,353,true
4778,74.52,353,true
4805,21.11,353,true
5690,61.42,353,true
6144,63.29,353,true
6434,41.26,353,true
6885,52.13,353,true
7692,60.43,353,true
7863,23.88,353,true
8777,43.3,353,true
6595,44.44,488,false
31,93.34,115,true
1879,73.92,115,true
2123,77.19,115,true
2356,25.51,115,true
2471,66.02,115,true
3150,75.21,115,true
3506,90.72,115,true
3747,99.7,115,true
4246,45.81,115,true
6199,50.61,115,true
6943,49.65,115,true
8095,53.17,115,true
8126,81.4,115,true
8692,80.99,115,true
8854,30.09,115,true
9217,21.47,115,true
9620,62.53,115,true
9727,56.04,115,true
9733,54.42,115,true
9934,59.5,115,true
170,62.66,287,true
269,78.35,287,true
363,99.87,287,true
529,62.86,287,true
1606,73.11,287,true
2479,94.14,287,true
3149,84.13,287,true
3696,92.38,287,true
3722,94.0,287,true
3823,92.59,287,true
4005,95.37,287,true
4031,96.64,287,true
4867,56.23,287,true
5208,28.71,287,true
5498,77.9,287,true
5584,22.36,287,true
5848,51.08,287,true
5992,79.51,287,true
7751,68.94,287,true
726,75.63,246,true
1061,22.89,246,true
1180,77.13,246,true
2288,65.01,246,true
2461,25.29,246,true
2577,94.29,246,true
2967,46.87,246,true
4466,49.23,246,true
4865,52.96,246,true
6364,44.08,246,true
7052,59.32,246,true
8004,41.38,246,true
8327,92.36,246,true
8553,77.0,246,true
8633,23.12,246,true
8865,74.24,246,true
9252,35.79,246,true
9549,56.13,246,true
9566,62.49,246,true
9686,81.44,246,true
6888,78.26,295,false
139,62.28,107,true
1001,88.27,107,true
1441,45.48,107,true
1527,63.36,107,true
2673,74.35,107,true
2721,33.15,107,true
3621,81.54,107,true
4168,96.17,107,true
5877,51.47,107,true
6431,90.43,107,true
8068,69.46,107,true
8069,42.25,107,true
8271,91.17,107,true
8493,61.47,107,true
8863,68.36,107,true
9395,77.29,107,true
9542,97.44,107,true
9587,88.05,107,true
9652,44.73,107,true
260,38.06,264,true
544,96.78,264,true
677,89.35,264,true
3430,21.24,264,true
4082,76.39,264,true
4701,68.86,264,true
4722,59.31,264,true
5047,53.6,264,true
5147,84.47,264,true
5491,22.82,264,true
5774,61.83,264,true
7282,73.75,264,true
7368,20.75,264,true
7460,26.4,264,true
8064,79.68,264,true
8375,49.97,264,true
8650,36.53,264,true
9164,99.54,264,true
9515,47.12,264,true
9794,29.83,264,true
1006,41.42,158,true
1623,66.55,158,true
2803,67.62,158,true
3328,43.52,158,true
3688,74.0,158,true
4101,51.31,158,true
4529,84.23,158,true
4804,25.38,158,true
6763,74.31,158,true
7068,30.86,158,true
7800,61.12,158,true
7836,62.54,158,true
8137,34.13,158,true
8280,72.04,158,true
8322,27.57,158,true
8938,90.45,158,true
9588,52.41,158,true
9705,31.64,158,true
9900,53.62,158,true
9907,72.92,158,true
7686,48.28,14,false
8527,49.29,150,false
334,38.81,217,true
1135,28.98,217,true
1181,55.26,217,true
1338,41.26,217,true
1365,66.77,217,true
3568,58.44,217,true
4035,70.4,217,true
4290,70.01,217,true
4361,38.0,217,true
4420,27.22,217,true
4479,86.23,217,true
6284,76.91,217,true
7601,35.64,217,true
8827,86.94,217,true
8872,73.27,217,true
9090,89.35,217,true
9152,44.28,217,true
9218,29.1,217,true
9332,90.33,217,true
9352,59.49,217,true
3181,72.72,229,false
6,26.33,432,true
322,61.6,432,true
914,65.76,432,true
1057,81.36,432,true
1140,91.86,432,true
1476,31.82,432,true
1654,25.44,432,true
1933,71.53,432,true
1961,56.57,432,true
2534,84.75,432,true
3210,55.12,432,true
4191,43.82,432,true
4349,53.66,432,true
4643,31.97,432,true
4927,23.18,432,true
5039,45.6,432,true
5585,51.69,432,true
5792,90.63,432,true
5809,68.05,432,true
5957,55.55,432,true
4007,57.38,351,false
512,99.33,187,true
732,32.17,187,true
782,40.49,187,true
1266,50.73,187,true
1616,61.15,187,true
1627,40.36,187,true
1998,83.44,187,true
2786,57.75,187,true
3130,95.51,187,true
3239,21.66,187,true
3820,42.73,187,true
3952,48.32,187,true
4021,68.75,187,true
5288,95.12,187,true
5410,97.91,187,true
6719,89.04,187,true
6797,58.39,187,true
7047,70.06,187,true
7344,47.93,187,true
7512,98.26,187,true
1297,26.86,191,true
2033,59.04,191,true
2140,79.89,191,true
2196,86.11,191,true
2450,59.81,191,true
2640,51.82,191,true
2980,64.79,191,true
4379,99.59,191,true
4766,95.74,191,true
4772,74.08,191,true
5796,61.2,191,true
5908,49.37,191,true
6294,93.57,191,true
6496,52.75,191,true
7009,82.07,191,true
7304,49.33,191,true
7352,30.49,191,true
7687,81.9,191,true
8287,98.16,191,true
8588,70.13,191,true
23,77.07,345,true
1605,22.71,345,true
2739,70.23,345,true
643,45.68,27,true
1697,63.33,27,true
2081,30.87,27,true
2270,75.01,27,true
2417,73.43,27,true
2947,69.28,27,true
3144,80.68,27,true
3438,25.84,27,true
3796,81.3,27,true
4719,74.37,27,true
4785,25.4,27,true
5706,30.94,27,true
5967,86.84,27,true
6472,64.83,27,true
6574,76.64,27,true
7410,97.13,27,true
7919,23.54,27,true
8563,65.56,27,true
8775,52.23,27,true
8995,51.16,27,true
3437,99.05,345,true
3756,90.57,345,true
4170,38.04,345,true
4371,65.54,345,true
6338,57.38,345,true
6405,67.81,345,true
6544,51.16,345,true
8092,37.9,345,true
8105,36.57,345,true
8214,29.24,345,true
8422,35.97,345,true
8979,30.67,345,true
8997,53.62,345,true
9360,75.63,345,true
9713,35.91,345,true
9752,29.52,345,true
9833,62.62,345,true
659,77.65,498,true
1521,62.6,498,true
1622,87.3,498,true
1717,52.7,498,true
1893,38.25,498,true
2275,35.45,498,true
2421,74.5,498,true
2590,46.29,498,true
2648,50.45,498,true
2958,97.62,498,true
2997,76.62,498,true
3042,69.1,498,true
3265,50.76,498,true
4018,65.9,498,true
4897,99.35,498,true
5523,94.68,498,true
6312,85.37,498,true
6438,67.75,498,true
7498,54.49,498,true
7586,44.52,498,true
372,84.19,401,true
576,58.71,401,true
1571,27.74,401,true
3062,97.9,401,true
3699,25.22,401,true
3784,21.22,401,true
3805,79.78,401,true
4166,31.75,401,true
4792,87.09,401,true
5296,76.09,401,true
6513,37.27,401,true
8274,74.55,401,true
8441,80.41,401,true
8768,68.55,401,true
9625,54.17,401,true
9740,70.05,401,true
9850,63.44,401,true
9870,28.14,401,true
9962,45.63,401,true
9966,33.06,401,true
719,33.17,73,true
1020,87.83,73,true
1391,91.91,73,true
1767,85.75,73,true
2242,94.14,73,true
2383,93.8,73,true
2854,33.59,73,true
3084,50.94,73,true
3143,54.3,73,true
3290,93.84,73,true
3970,89.14,73,true
4686,84.13,73,true
6313,62.38,73,true
6399,35.21,73,true
6408,61.46,73,true
6522,32.98,73,true
6691,67.06,73,true
7644,55.46,73,true
7975,20.55,73,true
454,35.5,83,true
613,46.86,83,true
1276,64.84,83,true
1549,20.5,83,true
3566,56.86,83,true
5404,96.76,83,true
6650,31.44,83,true
6736,55.62,83,true
7357,68.0,83,true
9255,60.6,83,true
9286,26.72,83,true
9337,65.29,83,true
9629,83.55,83,true
9662,43.25,83,true
9667,75.63,83,true
9849,76.01,83,true
9906,77.21,83,true
9973,41.36,83,true
9975,47.77,83,true
9976,29.39,83,true
256,75.24,182,true
679,78.54,182,true
714,99.74,182,true
739,98.75,182,true
1544,75.34,182,true
1671,79.42,182,true
2480,91.39,182,true
3015,42.14,182,true
3122,26.0,182,true
3618,61.05,182,true
4260,42.07,182,true
4302,52.88,182,true
4378,96.4,182,true
5072,26.69,182,true
6482,48.22,182,true
6584,29.47,182,true
7781,86.25,182,true
8208,77.89,182,true
8566,58.67,182,true
9299,40.96,182,true
207,33.93,342,true
1296,46.39,342,true
1699,75.28,342,true
1971,45.21,342,true
2190,82.14,342,true
3865,63.22,342,true
4441,89.85,342,true
4896,48.07,342,true
5175,46.84,342,true
5640,77.02,342,true
5998,41.13,342,true
7099,71.21,342,true
7956,61.62,342,true
9524,37.78,342,true
9622,94.25,342,true
9730,41.6,342,true
9749,90.18,342,true
9812,32.47,342,true
9905,96.01,342,true
9915,62.32,342,true
176,62.98,300,true
663,86.51,300,true
1419,75.64,300,true
2379,64.71,300,true
2560,72.04,300,true
2774,53.44,300,true
2825,84.91,300,true
4130,29.81,300,true
4432,21.68,300,true
5127,42.89,300,true
5337,56.05,300,true
5639,90.89,300,true
5671,27.81,300,true
5929,80.4,300,true
6060,64.68,300,true
7537,29.24,300,true
7642,41.1,300,true
7822,24.47,300,true
8133,56.58,300,true
9618,74.51,300,true
394,78.69,200,false
3,29.26,26,true
71,86.16,26,true
122,67.44,26,true
309,99.4,26,true
413,64.94,26,true
516,82.47,26,true
1074,97.79,26,true
1965,51.04,26,true
2232,50.32,26,true
2350,42.68,26,true
3410,64.97,26,true
6287,54.01,26,true
7479,51.06,26,true
7549,73.23,26,true
8400,28.62,26,true
8479,77.88,26,true
8715,83.53,26,true
8983,99.8,26,true
9251,58.92,26,true
9430,97.32,26,true
756,48.72,352,true
1219,94.47,352,true
1383,78.6,352,true
1412,70.76,352,true
1884,44.67,352,true
2130,64.01,352,true
3184,28.65,352,true
3488,30.43,352,true
3651,42.04,352,true
3803,37.29,352,true
3919,98.21,352,true
3963,70.42,352,true
5052,87.21,352,true
5341,72.72,352,true
5380,64.85,352,true
5850,43.56,352,true
6905,62.2,352,true
7178,82.39,352,true
7413,94.9,352,true
8087,21.3,352,true
1132,67.08,389,true
1241,77.89,389,true
1430,45.66,389,true
1969,99.56,389,true
2027,91.67,389,true
2905,75.09,389,true
4147,90.77,389,true
4612,20.6,389,true
5115,68.31,389,true
5791,48.12,389,true
5933,86.05,389,true
6134,63.68,389,true
6732,23.36,389,true
6834,85.03,389,true
6849,58.79,389,true
8235,48.7,389,true
8688,56.96,389,true
9502,31.84,389,true
9605,85.29,389,true
9931,93.97,389,true
115,68.77,118,true
273,74.62,118,true
497,49.26,118,true
827,82.86,118,true
1063,96.55,118,true
2271,73.28,118,true
2679,23.6,118,true
2841,32.73,118,true
2942,30.12,118,true
3307,56.56,118,true
4619,34.43,118,true
5675,60.33,118,true
5862,36.73,118,true
6596,56.34,118,true
7680,97.71,118,true
7748,83.72,118,true
8115,56.23,118,true
8344,47.35,118,true
8384,43.47,118,true
236,43.99,28,true
237,36.25,28,true
693,46.44,28,true
1271,57.69,28,true
1807,60.6,28,true
2075,35.44,28,true
2949,48.56,28,true
3279,57.51,28,true
3870,22.25,28,true
4019,74.19,28,true
4577,91.18,28,true
4693,75.49,28,true
5606,76.71,28,true
5682,23.84,28,true
6157,66.82,28,true
6643,43.84,28,true
6829,96.35,28,true
7074,72.03,28,true
7465,46.51,28,true
7599,30.73,28,true
3391,40.19,291,false
410,79.29,32,true
511,92.69,32,true
1055,36.58,32,true
2384,28.21,32,true
2615,61.0,32,true
2818,30.48,32,true
4085,30.27,32,true
4652,43.02,32,true
4709,78.43,32,true
5045,52.42,32,true
5297,58.86,32,true
5674,30.48,32,true
6297,72.19,32,true
7523,26.58,32,true
7844,43.24,32,true
8314,33.04,32,true
8436,92.09,32,true
8505,76.58,32,true
9160,91.37,32,true
9242,73.25,32,true
388,47.4,304,true
559,87.69,304,true
2752,22.04,304,true
3229,77.22,304,true
3898,39.47,304,true
4336,91.36,304,true
4936,41.78,304,true
5622,26.54,304,true
5919,84.02,304,true
5932,78.26,304,true
7440,85.85,304,true
7660,83.08,304,true
7741,72.42,304,true
8160,38.37,304,true
8631,80.37,304,true
8954,57.09,304,true
9207,27.32,304,true
9303,91.74,304,true
9643,96.73,304,true
9738,48.11,304,true
386,23.16,220,true
615,41.62,220,true
877,78.79,220,true
974,91.57,220,true
1025,66.83,220,true
1143,74.81,220,true
1267,82.1,220,true
1946,80.62,220,true
2101,25.07,220,true
2255,25.19,220,true
2436,64.56,220,true
2668,85.66,220,true
2843,37.94,220,true
3388,21.33,220,true
3826,56.1,220,true
3886,48.71,220,true
4227,95.3,220,true
5223,62.27,220,true
5360,30.85,220,true
5797,38.35,220,true
1067,22.48,404,true
1285,57.9,404,true
1497,83.29,404,true
2042,30.44,404,true
2435,36.29,404,true
3957,45.56,404,true
4041,43.48,404,true
4457,88.3,404,true
4477,41.87,404,true
4613,79.96,404,true
5232,85.58,404,true
5416,79.83,404,true
5764,36.46,404,true
5805,60.61,404,true
6218,28.78,404,true
6716,77.02,404,true
6975,95.15,404,true
7275,88.16,404,true
8038,28.9,404,true
8159,68.52,404,true
208,85.86,441,true
736,25.66,441,true
812,47.43,441,true
2412,24.36,441,true
2987,28.75,441,true
4032,70.07,441,true
4565,42.91,441,true
4621,55.04,441,true
4627,24.39,441,true
4650,23.77,441,true
5419,44.98,441,true
5904,38.35,441,true
6886,33.09,441,true
7166,81.02,441,true
7435,34.16,441,true
7966,94.69,441,true
8277,33.6,441,true
8679,89.9,441,true
8735,93.79,441,true
5556,83.18,121,false
191,27.0,431,true
759,32.11,431,true
1064,97.91,431,true
1255,88.75,431,true
1758,68.2,431,true
1878,97.05,431,true
2324,22.1,431,true
3457,57.28,431,true
3515,46.15,431,true
3594,53.42,431,true
4215,51.41,431,true
4478,20.89,431,true
5760,72.94,431,true
7080,97.62,431,true
7732,67.19,431,true
9057,61.34,431,true
9170,45.95,431,true
9390,39.01,431,true
9806,87.48,431,true
9881,78.34,431,true
1582,27.37,362,true
